#  z (Ang)     O                 H                 C 
  -7.99000     0.000000000000    0.000000000000    0.000000000000
  -7.97000     0.000000000000    0.000000000000    0.000000000000
  -7.95000     0.000000000000    0.000000000000    0.000000000000
  -7.93000     0.000000000000    0.000000000000    0.000000000000
  -7.91000     0.000000000000    0.000000000000    0.000000000000
  -7.89000     0.000000000000    0.000000000000    0.000000000000
  -7.87000     0.000000000000    0.000000000000    0.000000000000
  -7.85000     0.000000000000    0.000000000000    0.000000000000
  -7.83000     0.000000000000    0.000000000000    0.000000000000
  -7.81000     0.000000000000    0.000000000000    0.000000000000
  -7.79000     0.000000000000    0.000000000000    0.000000000000
  -7.77000     0.000000000000    0.000000000000    0.000000000000
  -7.75000     0.000000000000    0.000000000000    0.000000000000
  -7.73000     0.000000000000    0.000000000000    0.000000000000
  -7.71000     0.000000000000    0.000000000000    0.000000000000
  -7.69000     0.000000000000    0.000000000000    0.000000000000
  -7.67000     0.000000000000    0.000000000000    0.000000000000
  -7.65000     0.000000000000    0.000000000000    0.000000000000
  -7.63000     0.000000000000    0.000000000000    0.000000000000
  -7.61000     0.000000000000    0.000000000000    0.000000000000
  -7.59000     0.000000000000    0.000000000000    0.000000000000
  -7.57000     0.000000000000    0.000000000000    0.000000000000
  -7.55000     0.000000000000    0.000000000000    0.000000000000
  -7.53000     0.000000000000    0.000000000000    0.000000000000
  -7.51000     0.000000000000    0.000000000000    0.000000000000
  -7.49000     0.000000000000    0.000000000000    0.000000000000
  -7.47000     0.000000000000    0.000000000000    0.000000000000
  -7.45000     0.000000000000    0.000000000000    0.000000000000
  -7.43000     0.000000000000    0.000000000000    0.000000000000
  -7.41000     0.000000000000    0.000000000000    0.000000000000
  -7.39000     0.000000000000    0.000000000000    0.000000000000
  -7.37000     0.000000000000    0.000000000000    0.000000000000
  -7.35000     0.000000000000    0.000000000000    0.000000000000
  -7.33000     0.000000000000    0.000000000000    0.000000000000
  -7.31000     0.000000000000    0.000000000000    0.000000000000
  -7.29000     0.000000000000    0.000000000000    0.000000000000
  -7.27000     0.000000000000    0.000000000000    0.000000000000
  -7.25000     0.000000000000    0.000000000000    0.000000000000
  -7.23000     0.000000000000    0.000000000000    0.000000000000
  -7.21000     0.000000000000    0.000000000000    0.000000000000
  -7.19000     0.000000000000    0.000000000000    0.000000000000
  -7.17000     0.000000000000    0.000000000000    0.000000000000
  -7.15000     0.000000000000    0.000000000000    0.000000000000
  -7.13000     0.000000000000    0.000000000000    0.000000000000
  -7.11000     0.000000000000    0.000000000000    0.000000000000
  -7.09000     0.000000000000    0.000000000000    0.000000000000
  -7.07000     0.000000000000    0.000000000000    0.000000000000
  -7.05000     0.000000000000    0.000000000000    0.000000000000
  -7.03000     0.000000000000    0.000000000000    0.000000000000
  -7.01000     0.000000000000    0.000000000000    0.000000000000
  -6.99000     0.000000000000    0.000000000000    0.000000000000
  -6.97000     0.000000000000    0.000000000000    0.000000000000
  -6.95000     0.000000000000    0.000000000000    0.000000000000
  -6.93000     0.000000000000    0.000000000000    0.000000000000
  -6.91000     0.000000000000    0.000000000000    0.000000000000
  -6.89000     0.000000000000    0.000000000000    0.000000000000
  -6.87000     0.000000000000    0.000000000000    0.000000000000
  -6.85000     0.000000000000    0.000000000000    0.000000000000
  -6.83000     0.000000000000    0.000000000000    0.000000000000
  -6.81000     0.000000000000    0.000000000000    0.000000000000
  -6.79000     0.000000000000    0.000000000000    0.000000000000
  -6.77000     0.000000000000    0.000000000000    0.000000000000
  -6.75000     0.000000000000    0.000000000000    0.000000000000
  -6.73000     0.000000000000    0.000000000000    0.000000000000
  -6.71000     0.000000000000    0.000000000000    0.000000000000
  -6.69000     0.000000000000    0.000000000000    0.000000000000
  -6.67000     0.000000000000    0.000000000000    0.000000000000
  -6.65000     0.000000000000    0.000000000000    0.000000000000
  -6.63000     0.000000000000    0.000000000000    0.000000000000
  -6.61000     0.000000000000    0.000000000000    0.000000000000
  -6.59000     0.000000000000    0.000000000000    0.000000000000
  -6.57000     0.000000000000    0.000000000000    0.000000000000
  -6.55000     0.000000000000    0.000000000000    0.000000000000
  -6.53000     0.000000000000    0.000000000000    0.000000000000
  -6.51000     0.000000000000    0.000000000000    0.000000000000
  -6.49000     0.000000000000    0.000000000000    0.000000000000
  -6.47000     0.000000000000    0.000000000000    0.000000000000
  -6.45000     0.000000000000    0.000000000000    0.000000000000
  -6.43000     0.000000000000    0.000000000000    0.000000000000
  -6.41000     0.000000000000    0.000000000000    0.000000000000
